id;full-name;html-url;stars;forks;last-commit;domain-files;n-actions-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;type;config-languages;training-language;response-languages;wide-has-english;has-english;pure-english;created-at;owner-name;owner-type;last-commit-date;actions-files
rchouhan170590/ChatBot_Book_Rooms;rchouhan170590/ChatBot_Book_Rooms;https://github.com/rchouhan170590/ChatBot_Book_Rooms;1;1;c30beeb0ac2b123fcfc4ba3ef88776f3b85b7b95;['domain.yml'];1;0;22;['faq', 'book_room', 'unhappy_stop_room_book', 'type_of_room', 'i_am_not_sure', 'i_am_sure', 'clean_room', 'clean_room_time', 'num_rooms', 'num_visitors', 'greet', 'goodbye', 'nlu_fallback', 'faq/check_in_time', 'faq/check_out_time', 'faq/procedure_cancel_reservation', 'faq/cancel_policy', 'faq/restaurant', 'faq/breakfast_available', 'faq/breakfast_time', 'faq/restaurant_time', 'thank_you'];4;['cleaning_time', 'number_of_rooms', 'number_of_visitor', 'room_type'];12;['action_set_book_room', 'action_set_cleaning_time', 'utter_ask_room_type', 'utter_book_room', 'utter_booking_cancelled', 'utter_clean_room', 'utter_clean_room_detailed', 'utter_continue', 'utter_faq', 'utter_goodbye', 'utter_i_am_sure', 'utter_unhappy_stop_room_book'];5;['cleaning_time', 'number_of_rooms', 'number_of_visitor', 'requested_slot', 'room_type'];0;0;['text', 'text', 'text', 'text', 'text'];2;['book_room_form', 'cleaning_time_form'];2.0;sfsd;['en'];['en'];['en'];True;True;True;2020-11-24T04:39:14Z;rchouhan170590;User;2020-11-24T11:37:45Z;['actions/actions.py']
aayushostwal/Hotel_Chat_Bot;aayushostwal/Hotel_Chat_Bot;https://github.com/aayushostwal/Hotel_Chat_Bot;0;0;357997ff997cd9a0b5cb13f1e13dede58f41e252;['domain.yml'];1;0;22;['faq', 'book_room', 'unhappy_stop_room_book', 'type_of_room', 'i_am_not_sure', 'i_am_sure', 'clean_room', 'clean_room_time', 'num_rooms', 'num_visitors', 'greet', 'goodbye', 'nlu_fallback', 'faq/check_in_time', 'faq/check_out_time', 'faq/procedure_cancel_reservation', 'faq/cancel_policy', 'faq/restaurant', 'faq/breakfast_available', 'faq/breakfast_time', 'faq/restaurant_time', 'thank_you'];4;['cleaning_time', 'number_of_rooms', 'number_of_visitor', 'room_type'];12;['action_set_book_room', 'action_set_cleaning_time', 'utter_ask_room_type', 'utter_book_room', 'utter_booking_cancelled', 'utter_clean_room', 'utter_clean_room_detailed', 'utter_continue', 'utter_faq', 'utter_goodbye', 'utter_i_am_sure', 'utter_unhappy_stop_room_book'];5;['cleaning_time', 'number_of_rooms', 'number_of_visitor', 'requested_slot', 'room_type'];0;0;['text', 'text', 'text', 'text', 'text'];2;['book_room_form', 'cleaning_time_form'];2.0;sfsd;['en'];['en'];['en'];True;True;True;2020-11-24T00:03:32Z;aayushostwal;User;2020-11-24T00:14:03Z;['actions/actions.py']
guptatanmay8/rasa-restaurant-chatbot-guptatanmay8__tmp4w7a3wv8/core;guptatanmay8/rasa-restaurant-chatbot-guptatanmay8;https://github.com/guptatanmay8/rasa-restaurant-chatbot-guptatanmay8;0;0;2efcdf2dc5a233221f54adcdb6066efa74a46ddc;['tmp4w7a3wv8/core/domain.yml'];0;0;7;['faq', 'greet', 'goodbye', 'reserve_table', 'number_of_seats', 'section', 'time'];3;['number', 'section', 'time'];3;['action_submit', 'utter_faq', 'validate_resturant_form'];3;['number', 'section', 'time'];0;0;['rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot'];1;['resturant_form'];2.0;mfsd;['en'];;['en'];True;False;False;2021-05-10T14:16:21Z;guptatanmay8;User;2021-05-11T15:27:37Z;[]
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_50e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;['HW6/Q1/LaBSE_50e_1.2/domain.yml'];0;0;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['fa'];['fa'];['fa'];False;False;False;2023-07-25T17:11:31Z;MohammadJRanjbar;User;2023-07-26T15:39:50Z;[]
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_50e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;['HW6/Q1/LaBSE_50e_1.1/domain.yml'];0;0;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['fa'];['fa'];['fa'];False;False;False;2023-07-25T17:11:31Z;MohammadJRanjbar;User;2023-07-26T15:39:50Z;[]
injusticescorpio/Medical-Chatbot__Arista 2.O;injusticescorpio/Medical-Chatbot;https://github.com/injusticescorpio/Medical-Chatbot;1;1;f6ebc1fdd603e91ad99e872a837b8570b965785e;['Arista 2.O/domain.yml'];24;0;21;['fine', 'name', 'greet', 'covid_19', 'goodbye', 'hospital_booking', 'diease_symptoms', 'healthy_lifestyle_tips', 'bmi_calculate', 'hospital_recommender', 'pill_remainder', 'ambulance_service', 'news_teller', 'calorie_info', 'calorie_tracker', 'manufactured', 'blood_bank', 'add_ambulance_driver', 'update_ambulance_driver', 'add_blood_bank_repersentative', 'update_blood_bank_repersentative'];0;[];22;['action_hospital', 'action_place', 'action_symptoms', 'utter_greet', 'utter_help', 'utter_name', 'action_healthy_tips', 'utter_healthy_tips', 'action_bmi_calculator', 'action_pill_remainder', 'action_ambulance_service', 'action_hospital_recommender', 'action_calorie_tracker', 'action_calorie_info', 'action_health_news', 'utter_news', 'utter_made', 'action_blood_bank', 'action_add_blood_bank_repersentative', 'action_update_blood_bank_repersentative', 'action_update_ambulance_driver', 'action_add_ambulance_driver'];51;['place', 'full_details', 'name', 'age', 'hospital_name', 'place1', 'name1', 'symptoms', 'any_other_symptoms', 'number_of_medicine', 'contact_user', 'email_user', 'name_user', 'medicine_details', 'patient_name', 'contact', 'ambulance_place', 'hospital_place', 'name2', 'weight', 'height', 'name3', 'food_items', 'lifestyle', 'weight_info', 'food_info', 'blood_group', 'name_of_person', 'no_of_units', 'case', 'required_date', 'admitted_hospital', 'bleeding_place', 'bleeding_time', 'district', 'contact_number', 'bystander_number', 'representative_name', 'representative_mobile', 'representative_place', 'representative_name1', 'representative_mobile1', 'representative_place1', 'representative_id', 'driver_name', 'driver_mobile', 'driver_place', 'driver_name1', 'driver_mobile1', 'driver_place1', 'driver_id'];0;51;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];14;['place_form', 'hospital_booking_form', 'disease_symptoms_form', 'bmi_form', 'hospital_recommender_form', 'pill_remainder_form', 'ambulance_service_form', 'calorie_tracker_form', 'calorie_info_form', 'blood_bank_form', 'add_blood_bank_repersentative_form', 'update_blood_bank_repersentative_form', 'add_ambulance_driver_form', 'update_ambulance_driver_form'];3.0;mfsd;['en'];['en'];['en'];True;True;True;2022-07-11T08:41:23Z;injusticescorpio;User;2022-10-13T19:11:47Z;['Arista 2.O/actions/Blood_Bank/call_sms.py', 'Arista 2.O/actions/Hospital_Booking/hospital_booking.py', 'Arista 2.O/actions/Ambulance_service/add_ambulance_users.py', 'Arista 2.O/actions/BMI_Calorie_Tracker/bmi_exercise_tracker.py', 'Arista 2.O/actions/BMI_Calorie_Tracker/Calorie_details.py', 'Arista 2.O/actions/BMI_Calorie_Tracker/nutrition_info.py', 'Arista 2.O/actions/Ambulance_service/call_sms.py', 'Arista 2.O/actions/Blood_Bank/bloodbank_db.py', 'Arista 2.O/actions/Pill_remainder_advanced/pill_remainder_db.py', 'Arista 2.O/actions/Pill_remainder_advanced/pill_reminding.py', 'Arista 2.O/actions/Hospital_Booking/hospital_booking_db.py', 'Arista 2.O/actions/Ambulance_service/ambulance_service.py', 'Arista 2.O/actions/Hospital_Recommender/hospital_recommender.py', 'Arista 2.O/actions/covid19/covid.py', 'Arista 2.O/actions/Hospital_Booking/hospital_available_check.py', 'Arista 2.O/actions/Healthy_life_style_tips/healthy_tips.py', 'Arista 2.O/actions/Hospital_Booking/hospital_booking_whatsapp.py', 'Arista 2.O/actions/Blood_Bank/blood_bank_main.py', 'Arista 2.O/actions/actions.py', 'Arista 2.O/actions/Blood_Bank/add_blood_bank_user.py', 'Arista 2.O/actions/Medical_news_teller/medical_news_teller.py', 'Arista 2.O/actions/Ambulance_service/ambulance_service_db.py', 'Arista 2.O/actions/BMI_Calorie_Tracker/Calorie_Tracker.py', 'Arista 2.O/actions/BMI_Calorie_Tracker/BMI_db.py']
injusticescorpio/EliteCoders_ArjunTS;injusticescorpio/EliteCoders_ArjunTS;https://github.com/injusticescorpio/EliteCoders_ArjunTS;2;2;dea4925ed61b8b63eefb7f5882ac810c257f91c0;['Arista_prototype/domain.yml'];4;0;7;['fine', 'name', 'greet', 'covid_19', 'goodbye', 'hospital_booking', 'diease_symptoms'];0;[];6;['action_hospital', 'action_place', 'action_symptoms', 'utter_greet', 'utter_help', 'utter_name'];9;['age', 'any_other_symptoms', 'full_details', 'hospital_name', 'name', 'name1', 'place', 'place1', 'symptoms'];0;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];3;['place_form', 'hospital_booking_form', 'disease_symptoms_form'];2.0;sfsd;['en'];['en'];['en'];True;True;True;2021-10-27T12:30:51Z;injusticescorpio;User;2021-11-25T11:27:58Z;['Arista_prototype/actions/actions.py', 'Arista_prototype/actions/hospital_booking.py', 'Arista_prototype/actions/disease_symptoms.py', 'Arista_prototype/actions/covid19.py']
divitvasu/Healthcare-Chatbot__Module 2 (Hospital finder and Symptom checker);divitvasu/Healthcare-Chatbot;https://github.com/divitvasu/Healthcare-Chatbot;3;0;a818f91923145d7d0897615b45117862979c6d6d;['Module 2 (Hospital finder and Symptom checker)/domain.yml'];1;0;11;['get_gender', 'get_symptom', 'get_choice', 'get_age', 'thankyou', 'greet', 'check_symptoms', 'affirm', 'goodbye', 'find_hospital', 'deny'];5;['age', 'choice', 'gender', 'location', 'place_of_interest'];26;['action_ask_input', 'action_ask_slot', 'action_diagnosis_query', 'action_final_query', 'action_hospital_location', 'action_initial_query', 'action_reset_slots', 'action_response_query', 'action_storage_query', 'utter_address', 'utter_ask_facility_type', 'utter_ask_gatheruserdata_age', 'utter_ask_gatheruserdata_gender', 'utter_ask_gatheruserdata_symptom_initial', 'utter_ask_location', 'utter_bot_intro', 'utter_choose', 'utter_continue', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_selection', 'utter_slots_values', 'utter_sorry', 'utter_submit', 'utter_welcome'];11;['place_of_interest', 'location', 'address', 'gender', 'age', 'symptom_initial', 'choice', 'ids', 'idkey', 'prompts', 'flag'];0;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'list', 'list', 'list', 'list'];1;['gatheruserdata'];2.0;mfsd;['en'];['en'];['en'];True;True;True;2021-06-30T09:38:59Z;divitvasu;User;2023-05-15T23:30:47Z;['Module 2 (Hospital finder and Symptom checker)/actions/actions.py']
groverud/WeBo_WeatherBot;groverud/WeBo_WeatherBot;https://github.com/groverud/WeBo_WeatherBot;0;0;0db8eab8dc4a0f8dc9b6a2ba07a5dbfb5c1e28aa;['domain.yml'];1;0;3;['get_weather', 'goodbye', 'greet'];1;['GPE'];4;['action_get_weather', 'actions.weather.ActionGetWeather', 'utter_goodbye', 'utter_greet'];1;['GPE'];0;0;['text'];0;[];1.5;sfsd;['en'];['en'];['en', 'sco'];True;True;False;2019-10-14T03:05:04Z;groverud;User;2019-10-14T03:31:00Z;['actions.py']
Sniper113/ChatBotRasa;Sniper113/ChatBotRasa;https://github.com/Sniper113/ChatBotRasa;2;0;6dd63807f8fb75baa19304d9a0f8c5a3768c6230;['TTCS/data/domain.yml'];0;0;37;['give_name', 'greet', 'ask_name', 'bye', 'thanks', 'phone2', 'phone2_4', 'phone4_7', 'phone7_13', 'phone13', 'ram2', 'ram4', 'ram8', 'rom16', 'rom32', 'rom64', 'rom128', 'game', 'game_vua', 'game_cao', 'camera', 'camera_vua', 'camera_cao', 'pin', 'pin_vua', 'pin_cao', 'ask', 'ask_vua', 'ask_cao', 'iphone_game', 'iphone_cam', 'oppo_game', 'oppo_cam', 'oppo_pin', 'samsung_game', 'samsung_pin', 'samsung_cam'];2;['cust_sex', 'cust_name'];38;['utter_greet', 'utter_thanks', 'utter_greet_with_name', 'utter_ask_name', 'utter_bye', 'utter_phone2', 'utter_phone2_4', 'utter_phone4_7', 'utter_phone7_13', 'utter_phone13', 'utter_ram2', 'utter_ram4', 'utter_ram8', 'utter_rom16', 'utter_rom32', 'utter_rom64', 'utter_rom128', 'utter_game', 'utter_game_vua', 'utter_game_cao', 'utter_camera', 'utter_camera_vua', 'utter_camera_cao', 'utter_pin', 'utter_pin_vua', 'utter_pin_cao', 'utter_ask', 'utter_ask_vua', 'utter_ask_cao', 'utter_iphone_game', 'utter_iphone_cam', 'utter_oppo_game', 'utter_oppo_cam', 'utter_oppo_pin', 'utter_samsung_game', 'utter_samsung_cam', 'utter_samsung_pin', 'utter_unclear'];2;['cust_sex', 'cust_name'];0;0;['text', 'text'];0;[];1.5;sfsd;['en'];['vi'];['vi'];True;False;False;2019-10-05T10:28:49Z;Sniper113;User;2019-10-07T17:00:47Z;[]
Chinese-NLP-book/rasa_chinese_book_code__Chapter04;Chinese-NLP-book/rasa_chinese_book_code;https://github.com/Chinese-NLP-book/rasa_chinese_book_code;339;110;bf18725eba3c4fb716c8c2bfa4b188b01de7aeee;['Chapter04/domain.yml'];0;0;3;['goodbye', 'greet', 'faq'];0;[];4;['utter_goodbye', 'utter_greet', 'utter_default', 'respond_faq'];0;[];0;0;[];0;[];3.0;mfsd;['zh'];['zh'];['zh'];False;False;False;2021-07-21T04:34:20Z;Chinese-NLP-book;Organization;2022-10-25T06:30:31Z;[]
evamir1968/Chatbot-sp__02-slots;evamir1968/Chatbot-sp;https://github.com/evamir1968/Chatbot-sp;0;0;1684a863b28c4cfa268fd3f65f77e5d4cd76a714;['02-slots/domain.yml'];1;0;10;['goodbye', 'greet', 'tell_name', 'repeat_name', 'give_name', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];5;['action_receive_name', 'action_say_name', 'utter_ask_name', 'utter_goodbye', 'utter_greet'];1;['name'];0;0;['text'];0;[];2.0;mfsd;['en'];['en'];['en'];True;True;True;2022-03-16T18:59:57Z;evamir1968;User;2022-03-23T18:39:35Z;['02-slots/actions/actions.py']
mohdsanadzakirizvi/IPLbot__practice_version;mohdsanadzakirizvi/IPLbot;https://github.com/mohdsanadzakirizvi/IPLbot;16;42;172dc7b4e70147dfd2453aa5bef24dbec03f2b43;['practice_version/domain.yml'];1;0;5;['goodbye', 'greet', 'thanks', 'affirm', 'deny'];0;[];7;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'action_match_news', 'utter_default', 'utter_gratitude', 'utter_ask_again'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2019-04-24T08:43:28Z;mohdsanadzakirizvi;User;2021-09-25T11:34:22Z;['practice_version/actions.py']
Pranav63/SameOldChatBot;Pranav63/SameOldChatBot;https://github.com/Pranav63/SameOldChatBot;1;0;d2da3966436ff0655a6165212d5b7daf5c88c129;['domain.yml'];1;0;5;['goodbye', 'greet', 'thanks', 'affirm', 'deny'];0;[];7;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'action_match_news', 'utter_default', 'utter_gratitude', 'utter_ask_again'];0;[];0;0;[];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-05-10T15:04:03Z;Pranav63;User;2019-05-10T16:17:12Z;['actions.py']
vighneshbalaji/rasamyiplbot__models/current/dialogue;vighneshbalaji/rasamyiplbot;https://github.com/vighneshbalaji/rasamyiplbot;0;0;d91cb481a0891b577bc3362ad89faab50cb6f278;['models/current/dialogue/domain.yml'];0;0;5;['goodbye', 'greet', 'thanks', 'affirm', 'deny'];0;[];7;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'action_match_news', 'utter_default', 'utter_gratitude', 'utter_ask_again'];0;[];0;0;[];0;[];1.5;mfsd;[];;['en'];True;False;False;2020-08-20T06:59:06Z;vighneshbalaji;User;2020-08-20T07:01:43Z;[]
obulrdy6881/python__models/current/dialogue;obulrdy6881/python;https://github.com/obulrdy6881/python;0;0;b6654c999de3f682f49711eff0c10832a0ad2685;['models/current/dialogue/domain.yml'];0;0;19;['goodbye', 'greet', 'thanks', 'current_matches', 'affirm', 'deny', 'ticket_status', 'whats_up', 'compliment', 'welcomed', 'positive', 'negative', 'rude', 'hobby', 'thank_u', 'state', 'small_talk', 'positive_greet', 'negative_greet'];0;[];22;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'utter_default', 'utter_gratitude', 'utter_ask_again', 'utter_ticket_status', 'utter_ticket_status_not_found', 'utter_ticket_status_found', 'utter_small_talk', 'utter_whats_up', 'utter_state', 'utter_positive', 'utter_negative', 'utter_laugh', 'utter_rude', 'utter_apologies', 'utter_compliment', 'utter_welcomed', 'utter_thank_u', 'utter_positive_greet', 'utter_negative_greet'];0;[];0;0;[];0;[];1.5;mfsd;[];;['en'];True;False;False;2020-06-09T16:55:36Z;obulrdy6881;User;2020-06-08T07:20:06Z;[]
mohdsanadzakirizvi/IPLbot__complete_version;mohdsanadzakirizvi/IPLbot;https://github.com/mohdsanadzakirizvi/IPLbot;16;42;172dc7b4e70147dfd2453aa5bef24dbec03f2b43;['complete_version/domain.yml'];1;0;6;['goodbye', 'greet', 'thanks', 'current_matches', 'affirm', 'deny'];0;[];7;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'action_match_news', 'utter_default', 'utter_gratitude', 'utter_ask_again'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2019-04-24T08:43:28Z;mohdsanadzakirizvi;User;2021-09-25T11:34:22Z;['complete_version/actions.py']
neuratree/ai_chat_bot__chatbot_pipeline/models/current/dialogue;neuratree/ai_chat_bot;https://github.com/neuratree/ai_chat_bot;0;0;90d413a7119bc4d3c38c481762818269385afa0f;['chatbot_pipeline/models/current/dialogue/domain.yml'];0;0;6;['goodbye', 'greet', 'thanks', 'current_matches', 'affirm', 'deny'];0;[];7;['utter_greet', 'utter_did_that_help', 'utter_goodbye', 'action_match_news', 'utter_default', 'utter_gratitude', 'utter_ask_again'];0;[];0;0;[];0;[];1.5;mfsd;[];;['en'];True;False;False;2020-02-06T04:59:53Z;neuratree;User;2020-03-11T19:06:43Z;[]
kushagra2103/Food-Chat-Bot-System-__models/current/dialogue;kushagra2103/Food-Chat-Bot-System-;https://github.com/kushagra2103/Food-Chat-Bot-System-;1;0;4c3a0451105f145b7194ea50cabf88decbea5479;['models/current/dialogue/domain.yml'];0;0;6;['goodbye', 'greet', 'thanks', 'restaurant_search', 'affirm', 'deny'];0;[];9;['utter_greet', 'utter_did_that_help', 'utter_need_more', 'utter_goodbye', 'utter_ask_again', 'action_restaurant_search', 'utter_default', 'utter_gratitude', 'utter_ask_location'];2;['cuisine', 'location'];0;0;['rasa_core.slots.TextSlot', 'rasa_core.slots.TextSlot'];0;[];1.5;mfsd;[];;['en'];True;False;False;2020-07-23T17:30:23Z;kushagra2103;User;2020-08-06T15:09:21Z;[]
shubham-singh-ss/NLP---Food-Chatbot;shubham-singh-ss/NLP---Food-Chatbot;https://github.com/shubham-singh-ss/NLP---Food-Chatbot;1;0;05d3cd17c8ffa06a7fd2ec4ad17d9c3457f18c71;['domain.yml'];1;0;6;['goodbye', 'greet', 'thanks', 'restaurant_search', 'affirm', 'deny'];0;[];9;['utter_greet', 'utter_did_that_help', 'utter_need_more', 'utter_goodbye', 'utter_ask_again', 'action_restaurant_search', 'utter_default', 'utter_gratitude', 'utter_ask_location'];2;['location', 'cuisine'];0;0;['text', 'text'];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-07-17T07:39:43Z;shubham-singh-ss;User;2019-07-17T08:37:27Z;['actions.py']
kushagra2103/Food-Chat-Bot-System-__.;kushagra2103/Food-Chat-Bot-System-;https://github.com/kushagra2103/Food-Chat-Bot-System-;1;0;4c3a0451105f145b7194ea50cabf88decbea5479;['domain.yml'];1;0;6;['goodbye', 'greet', 'thanks', 'restaurant_search', 'affirm', 'deny'];0;[];9;['utter_greet', 'utter_did_that_help', 'utter_need_more', 'utter_goodbye', 'utter_ask_again', 'action_restaurant_search', 'utter_default', 'utter_gratitude', 'utter_ask_location'];2;['location', 'cuisine'];0;0;['text', 'text'];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2020-07-23T17:30:23Z;kushagra2103;User;2020-08-06T15:09:21Z;['actions.py']
aniketpoojari/Food-Chatbot-Using-RASA__.;aniketpoojari/Food-Chatbot-Using-RASA;https://github.com/aniketpoojari/Food-Chatbot-Using-RASA;0;0;cb816f8e05263b0f739abfea6de8dd02737f846f;['domain.yml'];1;0;6;['goodbye', 'greet', 'thanks', 'restaurant_search', 'affirm', 'deny'];0;[];9;['utter_greet', 'utter_did_that_help', 'utter_need_more', 'utter_goodbye', 'utter_ask_again', 'action_restaurant_search', 'utter_default', 'utter_gratitude', 'utter_ask_location'];2;['location', 'cuisine'];0;0;['text', 'text'];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2021-03-09T18:10:00Z;aniketpoojari;User;2021-04-29T10:32:56Z;['actions.py']
PacktPublishing/Conversational-AI-with-RASA__Chapter10;PacktPublishing/Conversational-AI-with-RASA;https://github.com/PacktPublishing/Conversational-AI-with-RASA;79;43;050c7b873e805e3d04962bda20476814f6a5befc;['Chapter10/domain.yml'];1;0;5;['goodbye', 'greet', 'weather', 'info_date', 'info_address'];2;['address', 'date-time'];6;['utter_ask_address', 'utter_ask_date-time', 'utter_goodbye', 'utter_greet', 'utter_default', 'action_weather_form_submit'];3;['address', 'date-time', 'requested_slot'];0;0;['text', 'text', 'any'];1;['weather_form'];2.0;mfsd;['en'];['en'];['en'];True;True;True;2021-03-03T11:07:10Z;PacktPublishing;Organization;2023-01-30T08:46:35Z;['Chapter10/actions.py']
luan-hillne/tourist_RASA;luan-hillne/tourist_RASA;https://github.com/luan-hillne/tourist_RASA;0;0;f64ae2d7de74b6b6b4b5380b1be4c40250cf2a41;['domain.yml'];1;0;8;['goodbye', 'hihi', 'ask_cantho', 'ask_tour', 'ask_location', 'ask_restaurant', 'ask_hotel', 'ask_vehicle'];5;['location', 'hotel', 'vehicle', 'restaurant', 'budget'];2;['action_fallback', 'action_extract_location'];0;[];0;0;[];0;[];3.1;sfsd;['vi'];['vi'];['vi'];False;False;False;2024-10-01T15:33:34Z;luan-hillne;User;2024-10-16T02:35:34Z;['actions/actions.py']
srichakradhar/rasa-chatbot__HRbot;srichakradhar/rasa-chatbot;https://github.com/srichakradhar/rasa-chatbot;2;2;7648f4d1c0763a71215ac34e2b049f68a4a3bcda;['HRbot/domain.yml'];0;0;12;['goodbye', 'thanks', 'greet', 'mistakenlyapproved', 'JMP_License_Path', 'RemoteVPNAcess', 'inform', 'changepassword', 'userid', 'help', 'requeststatus', 'deletePO'];7;['cuisine', 'userid', 'choice', 'enabled', 'status', 'description', 'operatingsystem'];25;['utter_description', 'utter_thanks', 'utter_relaunch', 'utter_goodbye', 'utter_connectvpn', 'utter_on_it', 'action_description', 'utter_greet', 'utter_status', 'utter_servicenowrequest', 'action_isenabled', 'utter_macos', 'utter_userid', 'utter_raise_servicenow_ticket', 'utter_help', 'utter_windows', 'utter_resetpassword', 'utter_usage', 'utter_taskmistaken', 'utter_response', 'utter_requests', 'utter_vpnstatus', 'utter_deletePO', 'utter_contact', 'utter_suneel'];8;['choice', 'cuisine', 'description', 'enabled', 'matches', 'operatingsystem', 'status', 'userid'];0;0;['bool', 'text', 'text', 'categorical', 'unfeaturized', 'categorical', 'text', 'text'];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2018-11-06T11:19:13Z;srichakradhar;User;2019-01-11T12:27:19Z;[]
srichakradhar/rasa-chatbot__.;srichakradhar/rasa-chatbot;https://github.com/srichakradhar/rasa-chatbot;2;2;7648f4d1c0763a71215ac34e2b049f68a4a3bcda;['domain.yml'];0;0;12;['goodbye', 'userid', 'changepassword', 'thanks', 'greet', 'mistakenlyapproved', 'JMP_License_Path', 'RemoteVPNAcess', 'inform', 'help', 'requeststatus', 'deletePO'];7;['status', 'userid', 'enabled', 'choice', 'cuisine', 'description', 'operatingsystem'];25;['utter_usage', 'action_description', 'utter_help', 'utter_vpnstatus', 'utter_requests', 'utter_greet', 'utter_on_it', 'utter_macos', 'utter_relaunch', 'utter_userid', 'utter_status', 'utter_windows', 'utter_thanks', 'action_isenabled', 'utter_servicenowrequest', 'utter_taskmistaken', 'utter_goodbye', 'utter_contact', 'utter_response', 'utter_raise_servicenow_ticket', 'utter_description', 'utter_deletePO', 'utter_connectvpn', 'utter_resetpassword', 'utter_suneel'];8;['choice', 'cuisine', 'description', 'enabled', 'matches', 'operatingsystem', 'status', 'userid'];0;0;['bool', 'text', 'text', 'categorical', 'unfeaturized', 'categorical', 'text', 'text'];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2018-11-06T11:19:13Z;srichakradhar;User;2019-01-11T12:27:19Z;[]
