id;full-name;html-url;stars;forks;last-commit;domain-file;n-nlu-files;n-actions-files;n-language-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version
ashwani90/rasa-setup__chat-templates/insurance;ashwani90/rasa-setup;https://github.com/ashwani90/rasa-setup;0;0;b9c46309060af6a11c5795c795b2642b24fbe6fa;chat-templates/insurance/domain.yml;2;1;0;1;18;['ask_for_help', 'greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'new_id_card', 'claim_status', 'get_a_quote', 'inform', 'update_member_info', 'file_a_claim', 'out_of_scope', 'nlu_fallback', 'uncertain', 'make_payment', 'cancel_action', 'stop'];9;['claim_id', 'quote_insurance_type', 'scroll_status', 'amount-of-money', 'number', 'payment_type', 'state', 'ordinal', 'phone-number'];27;['validate_quote_form', 'action_get_quote', 'action_stop_quote', 'action_claim_status', 'validate_claim_status_form', 'action_ask_recent_claim', 'validate_get_claim_form', 'action_ask_verify_address', 'action_ask_recent_claims', 'validate_verify_address_form', 'action_verify_address_form', 'action_reset_address', 'action_get_address', 'action_new_id_card', 'action_update_address', 'validate_change_address_form', 'action_ask_scroll_claims', 'validate_scroll_claims_form', 'action_scroll_claims_form_exit', 'action_pay_claim', 'action_cancel_payment', 'action_stop_new_claim_form', 'validate_pay_claim_form', 'action_file_new_claim_form', 'validate_file_new_claim_form', 'action_recent_claims', 'action_check_claim_balance'];26;['validate_quote_form', 'action_get_quote', 'action_stop_quote', 'action_claim_status', 'validate_claim_status_form', 'action_ask_recent_claim', 'validate_get_claim_form', 'action_ask_verify_address', 'action_ask_recent_claims', 'validate_verify_address_form', 'action_verify_address_form', 'action_reset_address', 'action_get_address', 'action_new_id_card', 'action_update_address', 'validate_change_address_form', 'action_ask_scroll_claims', 'validate_scroll_claims_form', 'action_scroll_claims_form_exit', 'action_pay_claim', 'action_cancel_payment', 'action_stop_new_claim_form', 'validate_pay_claim_form', 'action_file_new_claim_form', 'validate_file_new_claim_form', 'action_check_claim_balance'];26;['address_city', 'address_state', 'address_street', 'address_zip', 'amount-of-money', 'claim_amount_submit', 'claim_balance', 'claim_id', 'claim_pay_amount', 'claims', 'confirm_file_new_claim', 'confirm_payment', 'full_address', 'has_outstanding_balance', 'number', 'page', 'AA_quote_insurance_type', 'quote_number_persons', 'quote_state', 'recent_claims', 'requested_slot', 'scroll_active_claim', 'scroll_claims', 'scroll_status', 'state', 'verify_address'];15;12;['rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.CategoricalSlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.AnySlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot'];6;['quote_form', 'get_claim_form', 'change_address_form', 'pay_claim_form', 'scroll_claims_form', 'file_new_claim_form'];3.1
Deepam-Rai/helpdesk_chatbot__domain;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/domain_about.yml;6;6;2;1;1;['ask_about_bot'];0;[];0;[];0;[];1;['company_name'];0;0;['text'];0;[];3.1
Deepam-Rai/helpdesk_chatbot__domain;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/domain_main.yml;6;6;2;1;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];1;['action_restart'];1;['action_restart'];1;['ongoing_process'];0;0;['text'];0;[];3.1
Deepam-Rai/helpdesk_chatbot__domain/user_ops;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/user_ops/domain_login_form.yml;0;4;0;1;2;['login', 'provide_otp'];1;['PERSON'];3;['action_start_login', 'validate_login_form', 'action_submit_login_form'];3;['action_start_login', 'validate_login_form', 'action_submit_login_form'];3;['logged_in', 'user_email', 'user_password'];1;1;['bool', 'text', 'text'];1;['login_form'];3.1
Deepam-Rai/helpdesk_chatbot__domain/user_ops;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/user_ops/domain_logout_form.yml;0;4;0;1;1;['logout'];0;[];3;['action_ask_logout_confirm', 'validate_logout_form', 'action_submit_logout_form'];3;['action_ask_logout_confirm', 'validate_logout_form', 'action_submit_logout_form'];1;['logout_confirm'];0;0;['bool'];1;['logout_form'];3.1
Deepam-Rai/helpdesk_chatbot__domain/user_ops;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/user_ops/domain_signup_form.yml;0;4;0;1;2;['signup', 'general_signup_intent'];3;['email', 'otp', 'user_role'];4;['action_start_signup', 'validate_signup_form', 'action_submit_signup_form', 'action_ask_signup_otp'];4;['action_start_signup', 'validate_signup_form', 'action_submit_signup_form', 'action_ask_signup_otp'];5;['user_name', 'user_role', 'sent_signup_otp', 'signup_otp', 'signup_password'];3;1;['text', 'text', 'text', 'text', 'text'];1;['signup_form'];3.1
Deepam-Rai/helpdesk_chatbot__domain/staff_ops;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/staff_ops/domain_show_user_details.yml;0;3;0;1;1;['show_user_details'];0;[];3;['action_pre_show_details', 'action_submit_show_user_details_form', 'validate_show_user_details_form'];3;['action_pre_show_details', 'action_submit_show_user_details_form', 'validate_show_user_details_form'];1;['details_email'];1;0;['text'];1;['show_user_details_form'];3.1
Deepam-Rai/helpdesk_chatbot__domain/staff_ops;Deepam-Rai/helpdesk_chatbot;https://github.com/Deepam-Rai/helpdesk_chatbot;0;0;ae3808824fd6525ab8502cf9ac301ee0c9a5cc91;domain/staff_ops/domain_misc.yml;0;3;0;1;1;['list_users'];0;[];1;['action_list_users'];1;['action_list_users'];0;[];0;0;[];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/physics.yml;7;5;1;1;1;['question_what_are_greenhouse_gases'];1;['greenhouse_gas'];0;[];0;[];1;['greenhouse_gas'];1;0;['categorical'];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/domain.yml;7;5;1;1;8;['greet', 'greet_again', 'want_to_know_more', 'deny', 'question_what_can_i_ask', 'question_who_invented_you', 'question_source_of_information', 'chatbot_contributes_to_climate_change'];1;['topic'];2;['action_custom_fallback', 'action_reset_slots'];2;['action_custom_fallback', 'action_reset_slots'];1;['topic'];1;0;['categorical'];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/consequences.yml;7;5;1;1;1;['question_what_are_the_consequences_of_climate_change'];1;['consequence_category'];0;[];0;[];1;['consequence_category'];1;0;['categorical'];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/userActions.yml;7;5;1;1;2;['question_what_can_i_do', 'what_can_i_do_tipps_topic'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/food.yml;7;5;1;1;9;['question_can_i_eat_meat', 'question_effect_to_the_climate', 'question_why_is_meat_bad_for_the_climate', 'question_how_much_does_meat_pollute_the_climate', 'question_what_contribution_does_diet_make_to_climate_change', 'question_what_food_should_i_eat', 'i_eat_lot_meat', 'i_some_times_eat_meat', 'i_eat_no_meat'];2;['meat_type', 'influence_type_on_climate'];0;[];0;[];2;['meat_type', 'influence_type_on_climate'];2;0;['categorical', 'categorical'];0;[];3.1
climate-change-bot/chatbot__rasa/domain;climate-change-bot/chatbot;https://github.com/climate-change-bot/chatbot;5;2;99c9c439ecad441f637b63f7c76ef27547b6a0e1;rasa/domain/climateChangeQuestions.yml;7;5;1;1;14;['question_what_is_climate_change', 'question_is_climate_real', 'question_what_causes_climate_change', 'question_is_the_climate_change_caused_by_humans', 'question_climate_changed_before', 'question_is_the_sun', 'question_its_not_bad', 'question_models_are_unreliable', 'question_temp_record_is_unreliable', 'question_can_we_stop_climate_change', 'question_how_can_we_stop_climate_change', 'question_activism_vs_politics', 'question_why_does_the_politics_nothing', 'question_origin_of_carbon_footprint'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_COURSE_PROSPECTUS.yml;7;0;0;1;6;['BSAMAT_prospectus', 'BSCS_prospectus', 'BSBIO_prospectus', 'BSFT_prospectus', 'BSDS_prospectus', 'MSFS_prospectus'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_STUDENT_HANDBOOK.yml;7;0;0;1;28;['inquire_academic_programs', 'academic_year_division', 'course_numbering_system', 'unit_credit_definition', 'registration_process', 'maximum_academic_load', 'matriculation_change_process', 'cross_registration_policy', 'attendance_policy', 'excessive_absences_policy', 'course_dropping_process', 'leave_of_absence_policy', 'grading_system', '4.0_grade_policy', 'honorific_scholarship', 'scholastic_delinquency', 'maximum_residency_rule', 'honorable_dismissal', 'retention_policy_bsam', 'retention_policy_bsbio', 'retention_policy_bscs', 'retention_policy_bsft', 'retention_policy_bsds', 'retention_policy_msfs', 'waiver_of_prerequisite_explanation', 'graduation_requirements', 'graduation_with_honors', 'commencement_exercises'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_description_course.yml;7;0;0;1;6;['define_bsam', 'define_bsbio', 'define_bscs', 'define_bsft', 'define_bsds', 'define_msfs'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_PROCESS_FLOWS_CSM.yml;7;0;0;1;17;['add_cancel_change_mat', 'application_graduation', 'application_overload_underload', 'application_shifting', 'application_waiver_prerequisite', 'completion_INC_removal', 'dropping_enrolled_course', 'LOA_application', 'plan_of_study_submission', 'readmission_dismissed_status_and_waiver_of_MRR', 'request_change_panel', 'request_change_thesis_proposal', 'request_TCG_and_certificaiton', 'residency_application', 'return_from_AWOL', 'return_from_LOA', 'submission_proposal_manuscript_to_OCS'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_FORMS_CSM.yml;7;0;0;1;24;['document_graduation_application', 'document_overload_underload_application', 'document_residency_application', 'document_course_substitution_application', 'document_waiver_prerequisite_application', 'document_change_adviser_form', 'document_change_of_panel_form', 'document_changes_in_approved_thesis_proposal', 'document_dost_thesis_template', 'document_dropping_of_enrolled_subject', 'document_excuse_for_absence', 'document_leave_of_absence', 'document_memorandum_of_understanding', 'document_msfs_application_for_comprehensive_exam', 'document_permit_to_complete_inc_or_remove_4', 'document_plan_of_study_bsb', 'document_plan_of_study_bsam', 'document_plan_of_study_bscs', 'document_plan_of_study_bsft', 'document_plan_of_study_msfs', 'document_request_for_change_in_final_exam_schedule', 'document_return_from_leave_of_absence', 'document_shifting_form', 'document_university_clearance_and_alumni_form'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain_thesis_form.yml;7;0;0;1;6;['manuscript_template', 'title_page_templage', 'application_present_proposal_template', 'form21a', 'proposal_template', 'guidelines_thesis_defense_application_and_submission'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
memercz/chatbot_deployment__data/domain;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;data/domain/domain.yml;7;0;0;1;8;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'out_of_scope'];7;['bsbio_program', 'bscs_program', 'bsft_program', 'bsds_program', 'msfs_program', 'ocs_ent', 'subject'];0;[];0;[];1;['subject'];1;0;['text'];0;[];3.1
ankitpatel-akp4/sas-rasa__whatsapp;ankitpatel-akp4/sas-rasa;https://github.com/ankitpatel-akp4/sas-rasa;0;0;b92b19e9d690a3733bfdc154fe029b80082b0e86;whatsapp/domain1.yml;2;1;1;0;8;['apply_loan', 'goodbye', 'greet', 'inform', 'interest_rates', 'loan_repayment', 'loan_status', 'thanks'];4;['duration', 'loan_type', 'amount', 'name'];6;['utter_greet', 'action_apply_loan', 'utter_apply_loan', 'action_loan_status', 'action_loan_repayment', 'action_interest_rates'];4;['action_apply_loan', 'action_loan_status', 'action_loan_repayment', 'action_interest_rates'];4;['loan_type', 'amount', 'duration', 'name'];4;0;['text', 'float', 'text', 'text'];0;[];3.0
ankitpatel-akp4/sas-rasa__whatsapp;ankitpatel-akp4/sas-rasa;https://github.com/ankitpatel-akp4/sas-rasa;0;0;b92b19e9d690a3733bfdc154fe029b80082b0e86;whatsapp/domain.yml;2;1;1;0;8;['greet', 'goodbye', 'thanks', 'apply_loan', 'loan_status', 'loan_repayment', 'interest_rates', 'inform'];4;['loan_type', 'amount', 'duration', 'name'];4;['action_apply_loan', 'action_loan_status', 'action_loan_repayment', 'action_interest_rates'];4;['action_apply_loan', 'action_loan_status', 'action_loan_repayment', 'action_interest_rates'];4;['loan_type', 'amount', 'duration', 'name'];4;0;['text', 'float', 'text', 'text'];0;[];3.0
