id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;languages;pure-english;n-actions-files;n-readme-files;readme-files;actions-files
FaycelSassi/Chatbot;FaycelSassi/Chatbot;https://github.com/FaycelSassi/Chatbot;1;0;FaycelSassi;User;2023-01-27T12:59:36Z;40b26be2ac5f46587249b483ce14fa3958f002f1;2023-06-15T20:44:33Z;['domain.yml'];sfsd;19;['affirm', 'ask_definition', 'ask_add_definition', 'ask_help_definition', 'ask_add_def', 'give_full_definition', 'bot_challenge', 'deny', 'Site_Classify_Ask', 'Site_Solution_Ask', 'Site_Questions', 'goodbye', 'inform_problem', 'inform_problem_ML', 'predict_traffic_ML', 'greet', 'inform_about_reseau_phy', 'ask_for_reseau_phy', 'add_phy_net'];2;['site', 'problem'];17;['Action_Validate_feature', 'action_reset_all_slots', 'utter_another_def', 'utter_did_that_help', 'action_site_info', 'utter_def_added', 'utter_greet', 'utter_ask_def', 'utter_happy', 'action_Site_Problem', 'action_Info_Problem', 'action_classify_site_ML', 'inform_problem_ML', 'utter_reseau_phy_slots', 'action_problem_solve', 'action_problem_solve_ML', 'action_predict_traffic_ML'];8;['Action_Validate_feature', 'action_reset_all_slots', 'action_site_info', 'action_Site_Problem', 'action_Info_Problem', 'action_classify_site_ML', 'action_problem_solve', 'action_predict_traffic_ML'];3;['definition', 'problem', 'site'];2;1;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;4;0;[];['actions/resources/ex.py', 'actions/resources/push data.py', 'actions/page.py', 'actions/actions.py']
FrancescoPinto02/CAMILLE;FrancescoPinto02/CAMILLE;https://github.com/FrancescoPinto02/CAMILLE;2;0;FrancescoPinto02;User;2024-05-09T21:05:03Z;0499d57a07c3bdeba8853c457c026fe87c33ca4f;2024-09-12T11:27:01Z;['domain.yml'];sfsd;14;['affirm', 'ask_analysis_report', 'ask_code_smell_details', 'ask_code_smell_example', 'ask_code_smells_list', 'ask_fix_suggestion', 'ask_help', 'ask_project_analysis', 'ask_technical_debt', 'bot_challenge', 'define_code_smell', 'deny', 'goodbye', 'greet'];4;['project_repository', 'code_smell_id', 'code_smell_name', 'issue_index'];10;['action_analysis_report', 'action_project_analysis', 'utter_suggest_help', 'utter_help', 'utter_greet', 'action_default_fallback', 'action_get_code_smells_list', 'action_provide_code_smell_details', 'action_provide_code_smell_example', 'action_suggest_fix'];7;['action_get_code_smells_list', 'action_provide_code_smell_example', 'action_default_fallback', 'action_provide_code_smell_details', 'action_analysis_report', 'action_project_analysis', 'action_suggest_fix'];2;['report_filename', 'repo_url'];1;0;['text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;7;2;['README.md', 'webchat/README.md'];['actions/action_get_code_smells_list.py', 'actions/action_provide_code_smell_example.py', 'actions/action_default_fallback.py', 'actions/action_provide_code_smell_details.py', 'actions/action_analysis_report.py', 'actions/action_project_analysis.py', 'actions/action_suggest_fix.py']
GerritBartels/AIandTheWeb;GerritBartels/AIandTheWeb;https://github.com/GerritBartels/AIandTheWeb;1;0;GerritBartels;User;2023-10-30T10:06:41Z;a5c6c573b47d720de3b35e9e063b4067b34dbff4;2024-03-04T12:39:22Z;['DistributedMessageboard/rasa/domain.yml'];sfsd;21;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_joke', 'thank', 'help', 'about', 'age', 'place', 'technology', 'ask_weather', 'ask_coin_flip', 'ask_time', 'ask_dice_roll', 'ask_quote', 'ask_fact', 'ask_recipe'];0;[];9;['action_weather', 'action_reset_all_slots', 'action_coin_flip', 'action_time', 'action_dice_roll', 'action_joke', 'action_quote', 'action_fact', 'action_recipe'];9;['action_weather', 'action_reset_all_slots', 'action_coin_flip', 'action_time', 'action_dice_roll', 'action_joke', 'action_quote', 'action_fact', 'action_recipe'];1;['city'];0;1;['text'];1;['ask_weather_form'];3.1;['en'];['en'];['en'];['en'];True;1;4;['DistributedMessageboard/README.md', 'MovieRecommender/README.md', 'README.md', 'SearchEngine/README.md'];['DistributedMessageboard/rasa/actions/actions.py']
HuyHoangFSDev/rasa_chatbot__RasaChatbot;HuyHoangFSDev/rasa_chatbot;https://github.com/HuyHoangFSDev/rasa_chatbot;1;0;HuyHoangFSDev;User;2024-02-25T16:43:04Z;00aff58a266b5ee420d66b3c83a565c4817ae8db;2024-02-25T17:19:36Z;['RasaChatbot/domain.yml'];mfsd;6;['greet', 'goodbye', 'thanks', 'order_pizza', 'order_food', 'inform_food'];1;['food'];3;['action_extract_food_entity', 'action_order_food', 'action_confirm_order'];3;['action_extract_food_entity', 'action_order_food', 'action_confirm_order'];0;[];0;0;[];0;[];3.1;['en'];['en'];['en'];['en'];True;1;0;[];['RasaChatbot/actions/actions.py']
Incredible88/Chatbot-with-LLM-and-RASA;Incredible88/Chatbot-with-LLM-and-RASA;https://github.com/Incredible88/Chatbot-with-LLM-and-RASA;7;0;Incredible88;User;2023-12-10T00:55:58Z;87c96738eb50d62523b005bb911be6c6fb689464;2024-10-26T15:17:55Z;['domain.yml'];sfsd;7;['other', 'general_info', 'bank_transfer', 'confirm_yes', 'confirm_no', 'goodbye', 'greet'];2;['amount', 'recipient'];4;['action_respond_general_info', 'action_handle_bank_transfer', 'action_classify_intent', 'action_confirm_transfer'];4;['action_respond_general_info', 'action_handle_bank_transfer', 'action_classify_intent', 'action_confirm_transfer'];3;['predicted_intent', 'amount', 'recipient'];2;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;2;1;['README.md'];['actions/ActionsGeneralInfo.py', 'actions/actions.py']
Jmkap/rasa-chatbot;Jmkap/rasa-chatbot;https://github.com/Jmkap/rasa-chatbot;1;0;Jmkap;User;2024-08-07T09:38:20Z;55158e9be771fc07f1edef3eadcd8cbd887302ab;2024-11-28T05:15:35Z;['Rasa Chatbot/domain.yml'];sfsd;19;['affirm', 'ask_user_info', 'clear_list', 'deny', 'goodbye', 'greet', 'mood_great', 'repeat_symptoms', 'say_age', 'say_name', 'say_symptom', 'say_unwell', 'say_days', 'provide_intensity', 'test_symptom_form', 'ask_symptom_question', 'start_new_user', 'start_returning_user', 'set_user_info'];7;['age', 'day', 'intensity', 'symptom', 'PERSON', 'context', 'regular'];15;['action_consult_knowledge', 'action_say_symptom', 'action_trigger_listen_new', 'action_submit_user_form', 'action_repeat_symptoms', 'action_say_disclaimer', 'action_get_user_data', 'action_display_user_conditions', 'action_ask_has_symptom', 'action_ask_day', 'action_ask_intensity', 'validate_symptom_form', 'action_answer_symptom_question', 'action_set_user_info', 'action_clear_user_info'];13;['action_consult_knowledge', 'action_say_symptom', 'action_trigger_listen_new', 'action_submit_user_form', 'action_repeat_symptoms', 'action_get_user_data', 'action_display_user_conditions', 'action_ask_has_symptom', 'action_ask_day', 'action_ask_intensity', 'validate_symptom_form', 'action_set_user_info', 'action_clear_user_info'];32;['execute', 'symptom', 'context', 'symptom_context_list', 'PERSON', 'age', 'isMenopause', 'is_new_user', 'is_regular', 'asked_new', 'user_symptoms', 'user_conditions', 'possible_conditions', 'unique_symptoms_kb', 'symptom_explanations', 'has_symptom', 'day', 'intensity', 'asking_label', 'asking_intensity', 'asking_duration', 'first_ask', 'has_label', 'label', 'skip', 'current_symptom', 'loop_counter', 'diagnosed_condition', 'related_labels', 'grouped_questions', 'grouped_symptoms', 'intent'];7;0;['bool', 'text', 'text', 'list', 'text', 'text', 'bool', 'bool', 'bool', 'bool', 'list', 'list', 'list', 'list', 'list', 'bool', 'text', 'text', 'bool', 'bool', 'bool', 'bool', 'bool', 'text', 'bool', 'text', 'any', 'list', 'list', 'list', 'list', 'text'];2;['user_form', 'symptom_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['Rasa Chatbot/actions/actions.py']
JunoLee128/News-Article-Chatbot;JunoLee128/News-Article-Chatbot;https://github.com/JunoLee128/News-Article-Chatbot;1;0;JunoLee128;User;2022-11-16T07:41:13Z;84d7c41b5c5bb8fae181095998ea5ce0b2194c2b;2022-11-16T08:08:39Z;['chatbot/domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'test', 'curious', 'intent_list_entities'];19;['PERSON', 'GPE', 'ORG', 'EVENT', 'LOC', 'NORP', 'PRODUCT', 'FAC', 'WORK_OF_ART', 'LAW', 'LANGUAGE', 'DATE', 'TIME', 'PERCENT', 'MONEY', 'QUANTITY', 'ORDINAL', 'CARDINAL', 'topic'];3;['action_hello_world', 'action_search', 'action_list_ents'];3;['action_hello_world', 'action_search', 'action_list_ents'];0;[];0;0;[];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['chatbot/actions/actions.py']
KDGehlot2003/ChatBot;KDGehlot2003/ChatBot;https://github.com/KDGehlot2003/ChatBot;1;0;KDGehlot2003;User;2023-05-15T11:48:01Z;4b9dca3d3b60d3c5da31e7779776b502a1f9785e;2023-05-15T10:01:35Z;['domain.yml'];sfsd;23;['affirm', 'apply_for_leave', 'bank', 'bot_challenge', 'deny', 'get_end_date', 'get_reason_for_leave', 'get_secret_key', 'get_type_of_leave', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'get_start_date', 'confirm_details', 'get_start_time', 'get_end_time', 'get_location', 'get_date', 'apply_for_early_going', 'apply_for_late_coming', 'apply_for_od', 'apply_for_od_only'];11;['reason', 'ed_dt', 'l_type', 'sk', 'firstN', 'id', 'st_dt', 'st_time', 'ed_time', 'location', 'date'];33;['action_create_database', 'action_hello_world', 'action_leave_type', 'action_secret_key', 'utter_ask_end_date', 'utter_ask_reason_for_leave', 'utter_secret_key', 'utter_ask_start_date', 'utter_reason_for_leave', 'utter_type_of_leave', 'action_start_date', 'action_end_date', 'action_reason_type', 'utter_ask_date_of_eg', 'action_date', 'action_start_time', 'action_end_time', 'action_location', 'action_reason', 'action_early_going', 'utter_ask_location', 'utter_ask_start_time', 'utter_ask_end_time', 'action_late_coming', 'action_od_tour', 'utter_ask_date_of_lc', 'utter_thanks_leave', 'utter_thanks_eg', 'utter_thanks_lc', 'utter_thanks_od_tour', 'action_od_only', 'utter_thanks_od_only', 'utter_ask_date_of_od'];16;['action_create_database', 'action_hello_world', 'action_leave_type', 'action_secret_key', 'action_start_date', 'action_end_date', 'action_reason_type', 'action_date', 'action_start_time', 'action_end_time', 'action_location', 'action_reason', 'action_early_going', 'action_late_coming', 'action_od_tour', 'action_od_only'];9;['sk', 'date', 'l_type', 'st_dt', 'ed_dt', 'reason', 'st_time', 'ed_time', 'location'];9;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;2;0;[];['actions/actions.py', 'actions/database_connectivity.py']
KI-Campus/chatbot-kim__rasa/KI-Campus_en;KI-Campus/chatbot-kim;https://github.com/KI-Campus/chatbot-kim;4;1;KI-Campus;Organization;2022-04-12T12:43:13Z;e6b98cf8ee1dc16f3aee8dbc1711eb0335d0c65b;2023-11-13T09:36:27Z;['rasa/KI-Campus_en/domain.yml'];mfsd;13;['deny', 'affirm', 'faq', 'get_course', 'get_achievements', 'get_courses', 'help', 'out_of_scope', 'bot_challenge', 'human_handoff', 'insults', 'courses', 'search_topics'];4;['certificate_type', 'Course', 'country', 'search_topic'];7;['action_get_courses', 'action_get_courses_buttons', 'action_get_achievements', 'action_course_set', 'action_set_current_course', 'action_download_certificate', 'action_search_topic'];6;['action_get_courses', 'action_get_courses_buttons', 'action_get_achievements', 'action_course_set', 'action_download_certificate', 'action_search_topic'];7;['all_courses', 'current_course_title', 'current_course', 'current_achievements', 'course-set', 'current_course_achieved', 'courses_available'];2;1;['list', 'text', 'list', 'list', 'bool', 'bool', 'bool'];1;['course_form'];3.1;['en'];['en'];['en'];['en'];True;3;1;['README.md'];['rasa/KI-Campus_en/actions/actions.py', 'rasa/KI-Campus_en/actions/responses.py', 'rasa/KI-Campus_en/actions/settings.py']
Kams7/Chat_Bot;Kams7/Chat_Bot;https://github.com/Kams7/Chat_Bot;1;0;Kams7;User;2023-05-24T18:52:37Z;8a4391e2adbcdf4cc57f73b0a552e689dab847ab;2023-06-23T16:39:54Z;['ChatBot/domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'command', 'current_place', 'info_questions'];1;['place'];2;['action_default_fallback', 'action_context_answering'];2;['action_default_fallback', 'action_context_answering'];1;['place'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['ChatBot/actions/actions.py']
Karthik-02/rasa_math_bot;Karthik-02/rasa_math_bot;https://github.com/Karthik-02/rasa_math_bot;2;2;Karthik-02;User;2023-02-28T11:58:15Z;2ad5bd254b2a0ec5ac96d40fc57a58fad24ffa5f;2023-02-28T12:52:24Z;['domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'math_operations', 'more_operations', 'inform'];3;['first_number', 'second_number', 'operation'];13;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_thank', 'utter_goodbye', 'utter_iamabot', 'utter_ask_operation', 'utter_ask_first_number', 'utter_ask_second_number', 'utter_divide_by_zero_error', 'action_math_operations', 'action_more_operations'];2;['action_math_operations', 'action_more_operations'];3;['operation', 'first_number', 'second_number'];3;0;['text', 'float', 'float'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;https://github.com/KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;1;0;KaustubhMishra02;User;2022-06-23T08:17:42Z;75e59d4a23228cee3f3fb087e0c13b2f5ada4432;2022-07-21T09:57:20Z;['domain.yml'];sfsd;15;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'supply_info', 'check_claim_status', 'inquire', 'life', 'health', 'auto', 'file_a_claim', 'provide_uname'];3;['PERSON', 'claim_id', 'uname'];2;['action_csv', 'action_write_csv'];2;['action_csv', 'action_write_csv'];3;['person', 'claim_id', 'uname'];3;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
KenanSh/syria-scholarship-sage__RasaChatbot V1;KenanSh/syria-scholarship-sage;https://github.com/KenanSh/syria-scholarship-sage;1;0;KenanSh;User;2023-12-09T20:34:51Z;43bf455afb469625690d9aae8ec4f81af7fba783;2023-12-10T09:11:42Z;['RasaChatbot V1/domain.yml'];mfsd;17;['affirm', 'bot_challenge', 'country', 'deny', 'stop', 'goodbye', 'greet', 'help', 'out_of_scope', 'scholarship', 'training_opportunity', 'thank', 'request_scholarship_form', 'exchange_program', 'website_info', 'services', 'inform'];2;['country', 'finance'];2;['validate_scholarship_form', 'action_get_link'];2;['validate_scholarship_form', 'action_get_link'];2;['country', 'finance'];2;0;['text', 'text'];1;['ss_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['RasaChatbot V1/actions/actions.py']
Kheem-Dh/RasaNegotiationChatbot;Kheem-Dh/RasaNegotiationChatbot;https://github.com/Kheem-Dh/RasaNegotiationChatbot;3;1;Kheem-Dh;User;2023-12-29T18:42:57Z;a12251971a4f4b5a48849706cfdc3c937ac16b2e;2023-12-29T19:01:59Z;['domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'make_offer'];2;['product', 'offer_price'];2;['action_negotiate_price', 'action_counter_offer'];1;['action_negotiate_price'];3;['product', 'offer_price', 'counter_offer_price'];2;0;['text', 'float', 'float'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
KhripkovaNA/MedChatBot;KhripkovaNA/MedChatBot;https://github.com/KhripkovaNA/MedChatBot;1;0;KhripkovaNA;User;2023-05-31T18:38:31Z;c1119e829c2ef5f9636f01a84ff4272072b8ce48;2024-10-30T11:48:57Z;['domain.yml'];sfsd;27;['bot_challenge', 'chitchat', 'covid_about_mask', 'covid_about_sanitizer', 'covid_about_vaccine', 'covid_age_risk', 'covid_community', 'covid_immunity_booster', 'covid_immunity_booster_foods', 'covid_infected_person', 'covid_precautions', 'covid_spread_air', 'covid_spreading', 'covid_testing', 'covid_time', 'covid_vitamins', 'describe_symptoms', 'dont_need_assistance', 'feel_sick', 'goodbye', 'greet', 'how_to_get_started', 'inquire_about_disease', 'inquire_about_disease_symptoms', 'inquire_about_disease_treatment', 'specify_disease', 'thanks'];1;['disease'];21;['action_provide_disease_info', 'utter_greet', 'utter_thanks', 'utter_goodbye', 'utter_ask_disease', 'utter_iamabot', 'utter_dont_need_assistance', 'utter_feel_sick', 'utter_how_to_get_started', 'utter_medical_focus', 'utter_covid_precautions', 'utter_covid_spreading', 'utter_covid_age_risk', 'utter_covid_time', 'utter_covid_vitamins', 'utter_covid_sanitizer', 'utter_covid_about_vaccine', 'utter_covid_about_mask', 'utter_covid_testing', 'utter_covid_immunity_booster', 'utter_covid_immunity_booster_foods'];1;['action_provide_disease_info'];3;['disease', 'symptoms_info', 'treatment_info'];1;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
Lakshmi-1212/cricket_rasa_chatbot;Lakshmi-1212/cricket_rasa_chatbot;https://github.com/Lakshmi-1212/cricket_rasa_chatbot;2;0;Lakshmi-1212;User;2022-10-04T18:05:31Z;e90231fd4d38d750d0b6f0da25781cf00a16b73a;2022-10-09T18:20:33Z;['domain.yml'];sfsd;4;['goodbye', 'greet', 'recent_matches', 'upcoming_matches'];1;['team'];4;['action_get_recent_matches', 'action_get_upcoming_matches', 'utter_greet', 'utter_restart'];2;['action_get_recent_matches', 'action_get_upcoming_matches'];1;['team'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
MichaelKuswanto/Library-Chatbot;MichaelKuswanto/Library-Chatbot;https://github.com/MichaelKuswanto/Library-Chatbot;1;0;MichaelKuswanto;User;2024-01-08T08:48:06Z;654a305840b0e10ba6c3c77cfe00ba411df9bada;2024-01-29T01:21:05Z;['domain.yml'];sfsd;13;['affirm', 'ask_author', 'ask_book_from_synopsis', 'ask_genre', 'ask_synopsis', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'provide__book_title', 'provide__synopsis'];4;['book_title', 'synopsis', 'author', 'genre'];12;['utter_greet', 'action_provide_author', 'utter_ask_another_question', 'action_provide_genre', 'utter_goodbye', 'utter_provide_author', 'action_provide_synopsis', 'action_provide_book_title', 'action_provide_book_info', 'action_ask_book_title', 'action_ask_synopsis', 'action_gpt3_fallback'];4;['action_provide_author', 'action_provide_genre', 'action_provide_synopsis', 'action_provide_book_title'];0;[];0;0;[];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;https://github.com/Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;1;0;Nicholas-Ho;User;2022-06-21T20:50:31Z;c4a3a01d8923a491e7eaf08a6d7076993f67db7c;2023-04-16T16:08:54Z;['virtual_assistant/rasa/domain.yml'];sfsd;22;['greet', 'goodbye', 'affirm', 'deny', 'apologise', 'thank', 'ask_joke', 'inform_residence', 'ask_residence', 'ask_weather', 'ask_news', 'play_music', 'pause_music', 'play_song', 'turn_light_on', 'turn_light_off', 'set_warm_light', 'set_cool_light', 'set_cozy_light', 'set_daylight', 'bot_challenge', 'testing'];5;['news_category', 'song', 'music_artist', 'GPE', 'PERSON'];13;['action_utter_residence', 'action_remember_residence', 'action_get_weather', 'action_get_news', 'action_play_music', 'action_pause_music', 'action_play_song', 'action_turn_light_on', 'action_turn_light_off', 'action_set_warm_light', 'action_set_cool_light', 'action_set_cozy_light', 'action_set_daylight'];13;['action_utter_residence', 'action_remember_residence', 'action_get_weather', 'action_get_news', 'action_play_music', 'action_pause_music', 'action_play_song', 'action_turn_light_on', 'action_turn_light_off', 'action_set_warm_light', 'action_set_cool_light', 'action_set_cozy_light', 'action_set_daylight'];3;['residence_city', 'name', 'residence_country'];3;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;8;1;['README.md'];['virtual_assistant/rasa/actions/modules/face_recognition_module/extract_encodings_script.py', 'virtual_assistant/rasa/actions/modules/wizlight_module/wizlight.py', 'virtual_assistant/rasa/actions/modules/weather_module/weather.py', 'virtual_assistant/rasa/actions/actions.py', 'virtual_assistant/rasa/actions/modules/news_module/news.py', 'virtual_assistant/rasa/actions/modules/utils.py', 'virtual_assistant/rasa/actions/modules/face_recognition_module/face_recognition_module.py', 'virtual_assistant/rasa/actions/modules/spotify_module/python/spotify.py']
OmdenaAI/nigeria-chapter-interactive-chatbot__src/tasks/task-5-llm-integration/combined-bot-v1.3;OmdenaAI/nigeria-chapter-interactive-chatbot;https://github.com/OmdenaAI/nigeria-chapter-interactive-chatbot;9;1;OmdenaAI;Organization;2023-07-04T16:49:51Z;abeaac8e12aefad6e0587d43e8cbd5d1773cf685;2024-01-24T16:09:55Z;['src/tasks/task-5-llm-integration/combined-bot-v1.3/domain.yml'];mfsd;121;['greet', 'goodbye', 'deny', 'gratitude', 'bot_challenge', 'question', 'greet+general_question', 'about_us_inquire_omdena', 'about_us_omdena_components', 'about_us_omdena_values', 'about_us_omdena_history', 'ai_engineer_role', 'ai_engineer_skills', 'ai_researcher_role', 'ai_researcher_skills', 'applying_at_omdena', 'become_ai_engineer', 'become_ai_researcher', 'become_community_manager', 'careers_in_omdena', 'careers_page_link', 'community_manager_role', 'community_manager_skills', 'leadership_in_omdena_challenge', 'omdena_open_positions', 'process_ai_product_carreer', 'requirements_ai_engineer', 'requirements_ai_product_carreer', 'requirements_ai_researcher', 'requirements_community_manager_role', 'ask_ai_challenge', 'ask_collaborator_benefits', 'ask_engage_collaborator', 'ask_no_ai_experience', 'ask_participation_assessment', 'ask_website_info', 'ask_omdena_works', 'ask_projects', 'ask_data_privacy', 'ask_get_involved', 'ask_expertise', 'ask_quality_assurance', 'ask_impact', 'local_chapter_inquire_local_chapter_programs', 'local_chapter_collaborator_benefit', 'local_chapter_lead_local_chapter', 'local_chapter_lead_benefit', 'local_chapter_find_challenges', 'local_chapter_contact_organizers', 'omdena_school_enrollment_inquiry', 'omdena_school_student_enrollment', 'omdena_school_instructor_application_and_requirements', 'omdena_school_instructor_eligibility', 'omdena_school_free_course_availability', 'omdena_school_dual_role_teacher_and_student_inquiry', 'omdena_school_access_to_recorded_sessions_inquiry', 'omdena_school_overview_and_offerings', 'omdena_school_unique_features_of_omdena_courses', 'omdena_school_programs_value_proposition', 'startup_view_testimonials', 'startup_get_contact_information', 'startup_share_past_experience', 'startup_explain_product_benefits', 'startup_request_demo', 'startup_startup_clients_info', 'startup_project_skills_required', 'startup_business_success_factors', 'startup_common_business_errors', 'startup_find_cofounder_strategies', 'startup_create_business_plan_steps', 'startup_raise_startup_funds_strategies', 'startup_startup_digital_marketing_strategies', 'startup_startup_growth_resources', 'startup_omdena_startup_connections', 'startup_find_startup_mentor_coach', 'startup_plan_successful_exit', 'startup_startup_financial_management', 'startup_protect_startup_intellectual_property', 'startup_data_science_startup_optimization', 'startup_ai_automation_startup_examples', 'startup_machine_learning_product_innovation', 'startup_iot_data_collection_applications', 'startup_positive_work_environment', 'startup_team_motivation_retention', 'startup_industry_trends_sources', 'startup_long_term_strategy_development', 'university_partnership_with_omdena', 'university_team_expertise', 'university_omdena_collaborative_platform', 'university_omdena_project_workflow', 'university_omdena_partnership_benefits', 'university_omdena_ai_project_success_story', 'university_project_university_partners', 'university_newsletter_subscription', 'university_project_domains', 'ai_invo_ai_innovation_challenge', 'ai_invo_pricing_model', 'ai_invo_timely_results_8_weeks', 'ai_invo_participants_innovation_challenge', 'ai_invo_talk_with_omdena_clients', 'top_talent_omdena_top_talent_engineers', 'top_talent_top_talent_project_pricing_model', 'top_talent_top_talent_vs_outsourcing_company', 'top_talent_hiring_inhouse_after_project', 'top_talent_team_selection_process', 'top_talent_week_money_back_guarantee', 'projects_available_projects_details', 'projects_completed_projects_details', 'projects_ongoing_projects_details', 'projects_all_projects_details', 'projects_apply_to_join', 'projects_host_a_project', 'projects_categories_details', 'projects_recommendation_for_newcomer', 'bot_capabilities', 'project_help', 'inform_role', 'join_chapter', 'join_general', 'cost_general', 'eligibility_general'];2;['user_role', 'local_chapter'];8;['action_reset_slots', 'action_help_with_role', 'action_general_help', 'action_join_classify', 'action_eligibility_classify', 'action_cost_classify', 'action_hello_world', 'action_get_response_openai'];8;['action_reset_slots', 'action_help_with_role', 'action_general_help', 'action_join_classify', 'action_eligibility_classify', 'action_cost_classify', 'action_hello_world', 'action_get_response_openai'];2;['user_role', 'local_chapter'];2;0;['text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['src/tasks/task-5-llm-integration/combined-bot-v1.3/actions/actions.py']
